district,reg_year,reg_month,count_lag_month,count_lag_year,count,male_15_24yr_2011,total_population_2011,sex_ratio_2011,total_non_worker,gdp_2011_12,class
Agra,2016,1,1235,1235,1235,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2016,2,1235,1192,1192,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2016,3,1192,1160,1160,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2016,4,1160,1160,1160,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2016,5,1160,1409,1409,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2016,6,1409,1602,1602,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2016,7,1602,1452,1452,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2016,8,1452,1526,1526,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2016,9,1526,1340,1340,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2016,10,1340,1434,1434,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2016,11,1434,1137,1137,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2016,12,1137,1217,1217,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,1,1217,1235,1186,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,2,1186,1192,937,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,3,937,1160,1248,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,4,1248,1160,1240,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,5,1240,1409,1363,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,6,1363,1602,1347,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,7,1347,1452,1523,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,8,1523,1526,1771,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,9,1771,1340,1609,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,10,1609,1434,1647,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,11,1647,1137,1420,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2017,12,1420,1217,1437,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,1,1437,1186,1542,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,2,1542,937,1911,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,3,1911,1248,1767,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,4,1767,1240,1410,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,5,1410,1363,1925,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,6,1925,1347,1835,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,7,1835,1523,1729,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,8,1729,1771,1707,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,9,1707,1609,1498,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,10,1498,1647,1749,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,11,1749,1420,1434,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Agra,2018,12,1434,1437,1423,588704.0,4558268.0,844.0,3028953.0,13058.94,2
Aligarh,2016,1,801,801,801,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2016,2,801,808,808,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2016,3,808,858,858,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2016,4,858,813,813,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2016,5,813,831,831,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2016,6,831,775,775,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2016,7,775,850,850,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2016,8,850,984,984,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2016,9,984,917,917,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2016,10,917,910,910,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2016,11,910,767,767,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2016,12,767,805,805,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,1,805,801,740,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,2,740,808,595,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,3,595,858,1257,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,4,1257,813,1179,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,5,1179,831,979,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,6,979,775,974,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,7,974,850,1217,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,8,1217,984,1324,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,9,1324,917,1423,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,10,1423,910,1487,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,11,1487,767,1051,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2017,12,1051,805,1053,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,1,1053,740,1196,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,2,1196,595,1265,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,3,1265,1257,1259,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,4,1259,1179,1120,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,5,1120,979,1532,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,6,1532,974,1423,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,7,1423,1217,1326,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,8,1326,1324,1265,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,9,1265,1423,1122,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,10,1122,1487,1275,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,11,1275,1051,1027,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Aligarh,2018,12,1027,1053,1281,446134.0,3506403.0,859.0,2499528.0,9089.34,8
Ambedkar Nagar,2016,1,162,162,162,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2016,2,162,125,125,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2016,3,125,186,186,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2016,4,186,141,141,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2016,5,141,198,198,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2016,6,198,201,201,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2016,7,201,222,222,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2016,8,222,184,184,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2016,9,184,148,148,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2016,10,148,185,185,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2016,11,185,201,201,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2016,12,201,199,199,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,1,199,162,242,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,2,242,125,144,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,3,144,186,252,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,4,252,141,251,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,5,251,198,344,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,6,344,201,272,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,7,272,222,229,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,8,229,184,234,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,9,234,148,228,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,10,228,185,268,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,11,268,201,332,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2017,12,332,199,208,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,1,208,242,180,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,2,180,144,169,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,3,169,252,249,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,4,249,251,285,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,5,285,344,398,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,6,398,272,391,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,7,391,229,324,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,8,324,234,309,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,9,309,228,497,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,10,497,268,433,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,11,433,332,430,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Ambedkar Nagar,2018,12,430,208,352,243522.0,2406482.0,984.0,1610490.0,3272.78,3
Amethi,2016,1,248,248,248,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2016,2,248,193,193,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2016,3,193,256,256,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2016,4,256,224,224,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2016,5,224,256,256,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2016,6,256,289,289,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2016,7,289,321,321,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2016,8,321,266,266,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2016,9,266,248,248,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2016,10,248,259,259,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2016,11,259,203,203,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2016,12,203,267,267,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,1,267,248,236,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,2,236,193,218,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,3,218,256,275,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,4,275,224,251,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,5,251,256,321,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,6,321,289,296,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,7,296,321,363,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,8,363,266,295,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,9,295,248,332,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,10,332,259,356,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,11,356,203,303,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2017,12,303,267,260,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,1,260,236,259,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,2,259,218,267,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,3,267,275,335,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,4,335,251,352,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,5,352,321,463,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,6,463,296,528,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,7,528,363,448,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,8,448,295,465,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,9,465,332,390,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,10,390,356,410,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,11,410,303,388,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Amethi,2018,12,388,260,398,327480.67142857146,2865435.5142857144,894.6571428571428,1887290.5070422539,3026.51,9
Auraiya,2016,1,239,239,239,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2016,2,239,344,344,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2016,3,344,323,323,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2016,4,323,297,297,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2016,5,297,312,312,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2016,6,312,282,282,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2016,7,282,311,311,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2016,8,311,359,359,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2016,9,359,268,268,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2016,10,268,294,294,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2016,11,294,286,286,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2016,12,286,255,255,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,1,255,239,317,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,2,317,344,174,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,3,174,323,364,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,4,364,297,267,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,5,267,312,362,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,6,362,282,390,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,7,390,311,473,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,8,473,359,443,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,9,443,268,569,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,10,569,294,542,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,11,542,286,476,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2017,12,476,255,693,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,1,693,317,456,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,2,456,174,433,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,3,433,364,432,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,4,432,267,302,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,5,302,362,574,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,6,574,390,496,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,7,496,473,407,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,8,407,443,482,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,9,482,569,354,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,10,354,542,419,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,11,419,476,409,155999.0,1288008.0,851.0,937522.0,3126.83,4
Auraiya,2018,12,409,693,454,155999.0,1288008.0,851.0,937522.0,3126.83,4
Ayodhya,2016,1,351,351,351,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2016,2,351,302,302,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2016,3,302,420,420,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2016,4,420,321,321,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2016,5,321,475,475,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2016,6,475,466,466,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2016,7,466,490,490,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2016,8,490,490,490,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2016,9,490,518,518,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2016,10,518,446,446,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2016,11,446,326,326,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2016,12,326,374,374,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,1,374,351,535,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,2,535,302,283,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,3,283,420,432,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,4,432,321,400,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,5,400,475,535,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,6,535,466,530,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,7,530,490,599,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,8,599,490,647,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,9,647,518,547,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,10,547,446,714,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,11,714,326,726,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2017,12,726,374,569,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,1,569,535,472,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,2,472,283,542,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,3,542,432,589,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,4,589,400,654,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,5,654,535,941,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,6,941,530,700,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,7,700,599,605,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,8,605,647,651,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,9,651,547,606,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,10,606,714,622,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,11,622,726,588,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Ayodhya,2018,12,588,569,502,267319.0,2483909.0,941.0,1639787.0,4373.02,3
Azamgarh,2016,1,382,382,382,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2016,2,382,440,440,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2016,3,440,470,470,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2016,4,470,391,391,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2016,5,391,497,497,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2016,6,497,447,447,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2016,7,447,481,481,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2016,8,481,490,490,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2016,9,490,394,394,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2016,10,394,460,460,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2016,11,460,372,372,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2016,12,372,512,512,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,1,512,382,456,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,2,456,440,372,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,3,372,470,460,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,4,460,391,661,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,5,661,497,602,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,6,602,447,654,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,7,654,481,638,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,8,638,490,523,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,9,523,394,596,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,10,596,460,627,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,11,627,372,516,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2017,12,516,512,521,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,1,521,456,460,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,2,460,372,455,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,3,455,460,477,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,4,477,661,433,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,5,433,602,674,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,6,674,654,623,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,7,623,638,585,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,8,585,523,571,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,9,571,596,513,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,10,513,627,577,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,11,577,516,479,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Azamgarh,2018,12,479,521,509,469626.0,4790354.0,1031.0,3241881.0,5379.55,2
Badaun,2016,1,395,395,395,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2016,2,395,394,394,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2016,3,394,509,509,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2016,4,509,428,428,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2016,5,428,509,509,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2016,6,509,642,642,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2016,7,642,514,514,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2016,8,514,671,671,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2016,9,671,497,497,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2016,10,497,494,494,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2016,11,494,372,372,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2016,12,372,390,390,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,1,390,395,532,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,2,532,394,341,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,3,341,509,441,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,4,441,428,538,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,5,538,509,677,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,6,677,642,694,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,7,694,514,850,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,8,850,671,718,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,9,718,497,752,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,10,752,494,664,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,11,664,372,665,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2017,12,665,390,658,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,1,658,532,681,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,2,681,341,742,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,3,742,441,790,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,4,790,538,692,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,5,692,677,873,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,6,873,694,682,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,7,682,850,705,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,8,705,718,578,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,9,578,752,632,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,10,632,664,588,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,11,588,665,611,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Badaun,2018,12,611,658,567,418446.0,3710639.0,838.0,2574553.0,7076.29,8
Baghpat,2016,1,329,329,329,156158.0,1247389.0,846.0,886353.0,4253.67,4
Baghpat,2016,2,329,280,280,156158.0,1247389.0,846.0,886353.0,4253.67,4
Baghpat,2016,3,280,340,340,156158.0,1247389.0,846.0,886353.0,4253.67,4
Baghpat,2016,4,340,301,301,156158.0,1247389.0,846.0,886353.0,4253.67,4
Baghpat,2016,5,301,370,370,156158.0,1247389.0,846.0,886353.0,4253.67,4
