district,reg_year,reg_month,count_lag_month,count_lag_year,count,male_15_24yr_2011,total_population_2011,sex_ratio_2011,total_non_worker,gdp_2011_12,class
Jhansi,2016,3,455,527,527,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2016,4,527,462,462,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2016,5,462,581,581,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2016,6,581,477,477,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2016,7,477,546,546,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2016,8,546,473,473,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2016,9,473,449,449,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2016,10,449,428,428,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2016,11,428,455,455,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2016,12,455,614,614,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,1,614,491,702,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,2,702,455,266,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,3,266,527,499,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,4,499,462,470,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,5,470,581,597,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,6,597,477,607,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,7,607,546,690,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,8,690,473,696,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,9,696,449,754,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,10,754,428,788,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,11,788,455,685,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2017,12,685,614,625,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,1,625,702,696,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,2,696,266,596,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,3,596,499,629,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,4,629,470,469,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,5,469,597,903,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,6,903,607,671,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,7,671,690,710,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,8,710,696,677,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,9,677,754,616,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,10,616,788,735,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,11,735,685,898,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jhansi,2018,12,898,625,766,240162.0,2050222.0,867.0,1183689.0,6690.54,10
Jyotibaphulleynagar,2016,1,369,369,369,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2016,2,369,341,341,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2016,3,341,393,393,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2016,4,393,425,425,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2016,5,425,381,381,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2016,6,381,436,436,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2016,7,436,396,396,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2016,8,396,390,390,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2016,9,390,385,385,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2016,10,385,443,443,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2016,11,443,335,335,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2016,12,335,449,449,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,1,449,369,592,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,2,592,341,260,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,3,260,393,365,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,4,365,425,405,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,5,405,381,494,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,6,494,436,477,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,7,477,396,505,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,8,505,390,489,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,9,489,385,412,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,10,412,443,558,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,11,558,335,431,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2017,12,431,449,483,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,1,483,592,558,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,2,558,260,439,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,3,439,365,410,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,4,410,405,420,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,5,420,494,539,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,6,539,477,649,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,7,649,505,643,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,8,643,489,537,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,9,537,412,609,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,10,609,558,455,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,11,455,431,418,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Jyotibaphulleynagar,2018,12,418,483,365,220203.0,1875526.0,883.0,1241132.0,5597.33,10
Kannauj,2016,1,275,275,275,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2016,2,275,301,301,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2016,3,301,357,357,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2016,4,357,241,241,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2016,5,241,356,356,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2016,6,356,356,356,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2016,7,356,418,418,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2016,8,418,418,418,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2016,9,418,372,372,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2016,10,372,366,366,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2016,11,366,370,370,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2016,12,370,366,366,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,1,366,275,414,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,2,414,301,243,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,3,243,357,405,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,4,405,241,346,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,5,346,356,386,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,6,386,356,434,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,7,434,418,425,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,8,425,418,438,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,9,438,372,494,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,10,494,366,433,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,11,433,370,382,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2017,12,382,366,336,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,1,336,414,411,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,2,411,243,335,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,3,335,405,425,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,4,425,346,381,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,5,381,386,566,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,6,566,434,463,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,7,463,425,535,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,8,535,438,497,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,9,497,494,508,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,10,508,433,495,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,11,495,382,393,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kannauj,2018,12,393,336,408,190959.0,1552125.0,862.0,1131940.0,2987.53,1
Kanpur City,2016,1,1088,1088,1088,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2016,2,1088,1112,1112,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2016,3,1112,1224,1224,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2016,4,1224,1028,1028,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2016,5,1028,1045,1045,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2016,6,1045,1045,1045,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2016,7,1045,1035,1035,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2016,8,1035,1108,1108,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2016,9,1108,1049,1049,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2016,10,1049,1092,1092,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2016,11,1092,1102,1102,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2016,12,1102,1003,1003,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,1,1003,1088,1230,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,2,1230,1112,740,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,3,740,1224,1127,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,4,1127,1028,1208,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,5,1208,1045,1316,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,6,1316,1045,1378,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,7,1378,1035,1335,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,8,1335,1108,1628,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,9,1628,1049,1672,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,10,1672,1092,1608,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,11,1608,1102,1389,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2017,12,1389,1003,1287,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,1,1287,1230,1236,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,2,1236,740,1511,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,3,1511,1127,1528,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,4,1528,1208,1441,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,5,1441,1316,1486,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,6,1486,1378,1517,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,7,1517,1335,1638,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,8,1638,1628,1419,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,9,1419,1672,1436,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,10,1436,1608,1647,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,11,1647,1389,1475,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur City,2018,12,1475,1287,1632,661490.0,5091066.0,849.0,3009036.0,16776.56,2
Kanpur Dehat,2016,1,261,261,261,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2016,2,261,290,290,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2016,3,290,361,361,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2016,4,361,368,368,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2016,5,368,427,427,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2016,6,427,363,363,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2016,7,363,504,504,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2016,8,504,450,450,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2016,9,450,387,387,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2016,10,387,485,485,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2016,11,485,469,469,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2016,12,469,348,348,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,1,348,261,312,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,2,312,290,276,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,3,276,361,412,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,4,412,368,371,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,5,371,427,459,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,6,459,363,559,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,7,559,504,762,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,8,762,450,658,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,9,658,387,889,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,10,889,485,708,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,11,708,469,539,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2017,12,539,348,564,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,1,564,312,691,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,2,691,276,406,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,3,406,412,384,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,4,384,371,406,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,5,406,459,466,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,6,466,559,618,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,7,618,762,512,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,8,512,658,477,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,9,477,889,379,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,10,379,708,382,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,11,382,539,464,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kanpur Dehat,2018,12,464,564,371,224521.0,1836356.0,845.0,1167320.0,3407.64,10
Kasganj,2016,1,255,255,255,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2016,2,255,188,188,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2016,3,188,227,227,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2016,4,227,212,212,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2016,5,212,200,200,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2016,6,200,232,232,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2016,7,232,239,239,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2016,8,239,252,252,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2016,9,252,258,258,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2016,10,258,319,319,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2016,11,319,239,239,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2016,12,239,258,258,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,1,258,255,249,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,2,249,188,186,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,3,186,227,441,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,4,441,212,266,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,5,266,200,295,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,6,295,232,291,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,7,291,239,361,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,8,361,252,416,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,9,416,258,351,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,10,351,319,327,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,11,327,239,315,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2017,12,315,258,334,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,1,334,249,325,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,2,325,186,370,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,3,370,441,326,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,4,326,266,279,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,5,279,295,374,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,6,374,291,453,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,7,453,361,451,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,8,451,416,351,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,9,351,351,327,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,10,327,327,356,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,11,356,315,313,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kasganj,2018,12,313,334,305,327480.67142857146,2865435.5142857144,894.6571428571428,963954.0,3286.17,6
Kaushambi,2016,1,213,213,213,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2016,2,213,233,233,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2016,3,233,287,287,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2016,4,287,267,267,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2016,5,267,319,319,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2016,6,319,255,255,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2016,7,255,311,311,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2016,8,311,292,292,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2016,9,292,250,250,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2016,10,250,263,263,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2016,11,263,249,249,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2016,12,249,224,224,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,1,224,213,349,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,2,349,233,197,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,3,197,287,293,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,4,293,267,346,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,5,346,319,411,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,6,411,255,344,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,7,344,311,368,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,8,368,292,363,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,9,363,250,352,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,10,352,263,414,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,11,414,249,371,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2017,12,371,224,347,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,1,347,349,328,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,2,328,197,412,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,3,412,293,372,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,4,372,346,308,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,5,308,411,560,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,6,560,344,466,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,7,466,368,373,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,8,373,363,479,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,9,479,352,438,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,10,438,414,404,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,11,404,371,376,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kaushambi,2018,12,376,347,380,170296.0,1581184.0,892.0,960510.0,3012.44,1
Kheri,2016,1,406,406,406,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2016,2,406,371,371,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2016,3,371,592,592,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2016,4,592,488,488,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2016,5,488,479,479,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2016,6,479,450,450,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2016,7,450,554,554,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2016,8,554,548,548,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2016,9,548,640,640,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2016,10,640,556,556,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2016,11,556,535,535,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2016,12,535,522,522,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,1,522,406,741,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,2,741,371,424,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,3,424,592,504,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,4,504,488,597,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,5,597,479,733,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,6,733,450,686,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,7,686,554,799,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,8,799,548,749,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,9,749,640,830,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,10,830,556,1009,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,11,1009,535,645,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2017,12,645,522,765,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,1,765,741,727,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,2,727,424,648,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,3,648,504,806,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,4,806,597,787,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,5,787,733,1048,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,6,1048,686,1084,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,7,1084,799,1178,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,8,1178,749,997,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,9,997,830,899,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,10,899,1009,930,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,11,930,645,804,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kheri,2018,12,804,765,940,455765.0,4185108.0,887.0,2756525.0,7532.84,5
Kushi Nagar,2016,1,567,567,567,352326.0,3547117.0,967.0,2447571.0,4215.04,8
Kushi Nagar,2016,2,567,464,464,352326.0,3547117.0,967.0,2447571.0,4215.04,8
Kushi Nagar,2016,3,464,625,625,352326.0,3547117.0,967.0,2447571.0,4215.04,8
Kushi Nagar,2016,4,625,490,490,352326.0,3547117.0,967.0,2447571.0,4215.04,8
