district,ps,reg_year,reg_month,count
DEORIA,EKAUNA,2016,12,2
DEORIA,EKAUNA,2017,1,3
DEORIA,EKAUNA,2017,2,2
DEORIA,EKAUNA,2017,3,3
DEORIA,EKAUNA,2017,4,0
DEORIA,EKAUNA,2017,5,12
DEORIA,EKAUNA,2017,6,3
DEORIA,EKAUNA,2017,7,2
DEORIA,EKAUNA,2017,8,1
DEORIA,EKAUNA,2017,9,2
DEORIA,EKAUNA,2017,10,2
DEORIA,EKAUNA,2017,11,6
DEORIA,EKAUNA,2017,12,1
DEORIA,EKAUNA,2018,1,4
DEORIA,EKAUNA,2018,2,7
DEORIA,EKAUNA,2018,3,5
DEORIA,EKAUNA,2018,4,4
DEORIA,EKAUNA,2018,5,10
DEORIA,EKAUNA,2018,6,5
DEORIA,EKAUNA,2018,7,8
DEORIA,EKAUNA,2018,8,3
DEORIA,EKAUNA,2018,9,5
DEORIA,EKAUNA,2018,10,6
DEORIA,EKAUNA,2018,11,7
DEORIA,EKAUNA,2018,12,2
DEORIA,GAURIBAZAR,2016,1,25
DEORIA,GAURIBAZAR,2016,2,29
DEORIA,GAURIBAZAR,2016,3,34
DEORIA,GAURIBAZAR,2016,4,21
DEORIA,GAURIBAZAR,2016,5,29
DEORIA,GAURIBAZAR,2016,6,46
DEORIA,GAURIBAZAR,2016,7,29
DEORIA,GAURIBAZAR,2016,8,38
DEORIA,GAURIBAZAR,2016,9,19
DEORIA,GAURIBAZAR,2016,10,27
DEORIA,GAURIBAZAR,2016,11,27
DEORIA,GAURIBAZAR,2016,12,36
DEORIA,GAURIBAZAR,2017,1,21
DEORIA,GAURIBAZAR,2017,2,16
DEORIA,GAURIBAZAR,2017,3,34
DEORIA,GAURIBAZAR,2017,4,16
DEORIA,GAURIBAZAR,2017,5,35
DEORIA,GAURIBAZAR,2017,6,42
DEORIA,GAURIBAZAR,2017,7,28
DEORIA,GAURIBAZAR,2017,8,40
DEORIA,GAURIBAZAR,2017,9,43
DEORIA,GAURIBAZAR,2017,10,42
DEORIA,GAURIBAZAR,2017,11,22
DEORIA,GAURIBAZAR,2017,12,29
DEORIA,GAURIBAZAR,2018,1,21
DEORIA,GAURIBAZAR,2018,2,27
DEORIA,GAURIBAZAR,2018,3,33
DEORIA,GAURIBAZAR,2018,4,26
DEORIA,GAURIBAZAR,2018,5,31
DEORIA,GAURIBAZAR,2018,6,41
DEORIA,GAURIBAZAR,2018,7,41
DEORIA,GAURIBAZAR,2018,8,42
DEORIA,GAURIBAZAR,2018,9,40
DEORIA,GAURIBAZAR,2018,10,40
DEORIA,GAURIBAZAR,2018,11,27
DEORIA,GAURIBAZAR,2018,12,38
DEORIA,GRP BHATNI,2016,1,5
DEORIA,GRP BHATNI,2016,2,0
DEORIA,GRP BHATNI,2016,3,1
DEORIA,GRP BHATNI,2016,4,0
DEORIA,GRP BHATNI,2016,5,1
DEORIA,GRP BHATNI,2016,6,4
DEORIA,GRP BHATNI,2016,7,5
DEORIA,GRP BHATNI,2016,8,2
DEORIA,GRP BHATNI,2016,9,3
DEORIA,GRP BHATNI,2016,10,2
DEORIA,GRP BHATNI,2016,11,3
DEORIA,GRP BHATNI,2016,12,2
DEORIA,GRP BHATNI,2017,1,3
DEORIA,GRP BHATNI,2017,2,1
DEORIA,GRP BHATNI,2017,3,5
DEORIA,GRP BHATNI,2017,4,3
DEORIA,GRP BHATNI,2017,5,2
DEORIA,GRP BHATNI,2017,6,3
DEORIA,GRP BHATNI,2017,7,8
DEORIA,GRP BHATNI,2017,8,9
DEORIA,GRP BHATNI,2017,9,5
DEORIA,GRP BHATNI,2017,10,3
DEORIA,GRP BHATNI,2017,11,4
DEORIA,GRP BHATNI,2017,12,2
DEORIA,GRP BHATNI,2018,1,1
DEORIA,GRP BHATNI,2018,2,1
DEORIA,GRP BHATNI,2018,3,3
DEORIA,GRP BHATNI,2018,4,5
DEORIA,GRP BHATNI,2018,5,2
DEORIA,GRP BHATNI,2018,6,2
DEORIA,GRP BHATNI,2018,7,3
DEORIA,GRP BHATNI,2018,8,1
DEORIA,GRP BHATNI,2018,9,7
DEORIA,GRP BHATNI,2018,10,1
DEORIA,GRP BHATNI,2018,11,0
DEORIA,GRP BHATNI,2018,12,1
DEORIA,GRP DEORIA,2016,1,2
DEORIA,GRP DEORIA,2016,2,2
DEORIA,GRP DEORIA,2016,3,1
DEORIA,GRP DEORIA,2016,4,1
DEORIA,GRP DEORIA,2016,5,2
DEORIA,GRP DEORIA,2016,6,5
DEORIA,GRP DEORIA,2016,7,8
DEORIA,GRP DEORIA,2016,8,8
DEORIA,GRP DEORIA,2016,9,10
DEORIA,GRP DEORIA,2016,10,9
DEORIA,GRP DEORIA,2016,11,4
DEORIA,GRP DEORIA,2016,12,4
DEORIA,GRP DEORIA,2017,1,9
DEORIA,GRP DEORIA,2017,2,0
DEORIA,GRP DEORIA,2017,3,4
DEORIA,GRP DEORIA,2017,4,4
DEORIA,GRP DEORIA,2017,5,4
DEORIA,GRP DEORIA,2017,6,6
DEORIA,GRP DEORIA,2017,7,7
DEORIA,GRP DEORIA,2017,8,10
DEORIA,GRP DEORIA,2017,9,3
DEORIA,GRP DEORIA,2017,10,1
DEORIA,GRP DEORIA,2017,11,1
DEORIA,GRP DEORIA,2017,12,5
DEORIA,GRP DEORIA,2018,1,4
DEORIA,GRP DEORIA,2018,2,11
DEORIA,GRP DEORIA,2018,3,2
DEORIA,GRP DEORIA,2018,4,7
DEORIA,GRP DEORIA,2018,5,2
DEORIA,GRP DEORIA,2018,6,5
DEORIA,GRP DEORIA,2018,7,2
DEORIA,GRP DEORIA,2018,8,6
DEORIA,GRP DEORIA,2018,9,6
DEORIA,GRP DEORIA,2018,10,3
DEORIA,GRP DEORIA,2018,11,9
DEORIA,GRP DEORIA,2018,12,5
DEORIA,KHAMPAR,2016,1,2
DEORIA,KHAMPAR,2016,2,6
DEORIA,KHAMPAR,2016,3,22
DEORIA,KHAMPAR,2016,4,9
DEORIA,KHAMPAR,2016,5,14
DEORIA,KHAMPAR,2016,6,15
DEORIA,KHAMPAR,2016,7,25
DEORIA,KHAMPAR,2016,8,16
DEORIA,KHAMPAR,2016,9,12
DEORIA,KHAMPAR,2016,10,13
DEORIA,KHAMPAR,2016,11,17
DEORIA,KHAMPAR,2016,12,21
DEORIA,KHAMPAR,2017,1,20
DEORIA,KHAMPAR,2017,2,20
DEORIA,KHAMPAR,2017,3,12
DEORIA,KHAMPAR,2017,4,18
DEORIA,KHAMPAR,2017,5,20
DEORIA,KHAMPAR,2017,6,23
DEORIA,KHAMPAR,2017,7,23
DEORIA,KHAMPAR,2017,8,30
DEORIA,KHAMPAR,2017,9,22
DEORIA,KHAMPAR,2017,10,14
DEORIA,KHAMPAR,2017,11,17
DEORIA,KHAMPAR,2017,12,22
DEORIA,KHAMPAR,2018,1,4
DEORIA,KHAMPAR,2018,2,16
DEORIA,KHAMPAR,2018,3,20
DEORIA,KHAMPAR,2018,4,22
DEORIA,KHAMPAR,2018,5,33
DEORIA,KHAMPAR,2018,6,21
DEORIA,KHAMPAR,2018,7,19
DEORIA,KHAMPAR,2018,8,16
DEORIA,KHAMPAR,2018,9,20
DEORIA,KHAMPAR,2018,10,24
DEORIA,KHAMPAR,2018,11,19
DEORIA,KHAMPAR,2018,12,21
DEORIA,KHUKHUNDU,2016,1,11
DEORIA,KHUKHUNDU,2016,2,9
DEORIA,KHUKHUNDU,2016,3,31
DEORIA,KHUKHUNDU,2016,4,13
DEORIA,KHUKHUNDU,2016,5,26
DEORIA,KHUKHUNDU,2016,6,16
DEORIA,KHUKHUNDU,2016,7,25
DEORIA,KHUKHUNDU,2016,8,21
DEORIA,KHUKHUNDU,2016,9,17
DEORIA,KHUKHUNDU,2016,10,9
DEORIA,KHUKHUNDU,2016,11,13
DEORIA,KHUKHUNDU,2016,12,30
DEORIA,KHUKHUNDU,2017,1,20
DEORIA,KHUKHUNDU,2017,2,11
DEORIA,KHUKHUNDU,2017,3,17
DEORIA,KHUKHUNDU,2017,4,9
DEORIA,KHUKHUNDU,2017,5,21
DEORIA,KHUKHUNDU,2017,6,20
DEORIA,KHUKHUNDU,2017,7,19
DEORIA,KHUKHUNDU,2017,8,9
DEORIA,KHUKHUNDU,2017,9,7
DEORIA,KHUKHUNDU,2017,10,24
DEORIA,KHUKHUNDU,2017,11,24
DEORIA,KHUKHUNDU,2017,12,16
DEORIA,KHUKHUNDU,2018,1,14
DEORIA,KHUKHUNDU,2018,2,20
DEORIA,KHUKHUNDU,2018,3,10
DEORIA,KHUKHUNDU,2018,4,17
DEORIA,KHUKHUNDU,2018,5,21
DEORIA,KHUKHUNDU,2018,6,21
DEORIA,KHUKHUNDU,2018,7,15
DEORIA,KHUKHUNDU,2018,8,14
DEORIA,KHUKHUNDU,2018,9,23
DEORIA,KHUKHUNDU,2018,10,30
DEORIA,KHUKHUNDU,2018,11,23
DEORIA,KHUKHUNDU,2018,12,32
DEORIA,KOTWALI,2016,1,74
DEORIA,KOTWALI,2016,2,70
DEORIA,KOTWALI,2016,3,79
DEORIA,KOTWALI,2016,4,73
DEORIA,KOTWALI,2016,5,58
DEORIA,KOTWALI,2016,6,57
DEORIA,KOTWALI,2016,7,77
DEORIA,KOTWALI,2016,8,80
DEORIA,KOTWALI,2016,9,58
DEORIA,KOTWALI,2016,10,61
DEORIA,KOTWALI,2016,11,33
DEORIA,KOTWALI,2016,12,54
DEORIA,KOTWALI,2017,1,34
DEORIA,KOTWALI,2017,2,30
DEORIA,KOTWALI,2017,3,52
DEORIA,KOTWALI,2017,4,69
DEORIA,KOTWALI,2017,5,78
DEORIA,KOTWALI,2017,6,112
DEORIA,KOTWALI,2017,7,71
DEORIA,KOTWALI,2017,8,72
DEORIA,KOTWALI,2017,9,71
DEORIA,KOTWALI,2017,10,52
DEORIA,KOTWALI,2017,11,94
DEORIA,KOTWALI,2017,12,92
DEORIA,KOTWALI,2018,1,64
DEORIA,KOTWALI,2018,2,86
DEORIA,KOTWALI,2018,3,88
DEORIA,KOTWALI,2018,4,89
DEORIA,KOTWALI,2018,5,109
DEORIA,KOTWALI,2018,6,110
DEORIA,KOTWALI,2018,7,122
DEORIA,KOTWALI,2018,8,95
DEORIA,KOTWALI,2018,9,62
DEORIA,KOTWALI,2018,10,72
DEORIA,KOTWALI,2018,11,57
DEORIA,KOTWALI,2018,12,94
DEORIA,LAR,2016,1,16
DEORIA,LAR,2016,2,21
DEORIA,LAR,2016,3,21
DEORIA,LAR,2016,4,18
DEORIA,LAR,2016,5,24
DEORIA,LAR,2016,6,22
DEORIA,LAR,2016,7,26
DEORIA,LAR,2016,8,22
DEORIA,LAR,2016,9,21
DEORIA,LAR,2016,10,36
DEORIA,LAR,2016,11,26
DEORIA,LAR,2016,12,21
DEORIA,LAR,2017,1,24
DEORIA,LAR,2017,2,2
DEORIA,LAR,2017,3,8
DEORIA,LAR,2017,4,10
DEORIA,LAR,2017,5,12
DEORIA,LAR,2017,6,21
DEORIA,LAR,2017,7,17
DEORIA,LAR,2017,8,17
DEORIA,LAR,2017,9,56
DEORIA,LAR,2017,10,32
DEORIA,LAR,2017,11,19
DEORIA,LAR,2017,12,11
DEORIA,LAR,2018,1,13
DEORIA,LAR,2018,2,17
DEORIA,LAR,2018,3,23
DEORIA,LAR,2018,4,24
DEORIA,LAR,2018,5,27
DEORIA,LAR,2018,6,28
DEORIA,LAR,2018,7,29
DEORIA,LAR,2018,8,24
DEORIA,LAR,2018,9,18
DEORIA,LAR,2018,10,29
DEORIA,LAR,2018,11,23
DEORIA,LAR,2018,12,21
DEORIA,MADANPUR,2016,1,9
DEORIA,MADANPUR,2016,2,12
DEORIA,MADANPUR,2016,3,5
DEORIA,MADANPUR,2016,4,9
DEORIA,MADANPUR,2016,5,17
DEORIA,MADANPUR,2016,6,9
DEORIA,MADANPUR,2016,7,14
DEORIA,MADANPUR,2016,8,18
DEORIA,MADANPUR,2016,9,7
DEORIA,MADANPUR,2016,10,12
DEORIA,MADANPUR,2016,11,14
DEORIA,MADANPUR,2016,12,7
DEORIA,MADANPUR,2017,1,14
DEORIA,MADANPUR,2017,2,2
DEORIA,MADANPUR,2017,3,7
DEORIA,MADANPUR,2017,4,13
DEORIA,MADANPUR,2017,5,16
DEORIA,MADANPUR,2017,6,12
DEORIA,MADANPUR,2017,7,13
DEORIA,MADANPUR,2017,8,11
DEORIA,MADANPUR,2017,9,13
DEORIA,MADANPUR,2017,10,15
DEORIA,MADANPUR,2017,11,17
DEORIA,MADANPUR,2017,12,13
DEORIA,MADANPUR,2018,1,9
DEORIA,MADANPUR,2018,2,22
DEORIA,MADANPUR,2018,3,18
DEORIA,MADANPUR,2018,4,19
DEORIA,MADANPUR,2018,5,38
DEORIA,MADANPUR,2018,6,16
DEORIA,MADANPUR,2018,7,17
DEORIA,MADANPUR,2018,8,23
DEORIA,MADANPUR,2018,9,16
DEORIA,MADANPUR,2018,10,27
DEORIA,MADANPUR,2018,11,26
DEORIA,MADANPUR,2018,12,28
DEORIA,MAHILA THANA,2016,1,2
DEORIA,MAHILA THANA,2016,2,3
DEORIA,MAHILA THANA,2016,3,5
DEORIA,MAHILA THANA,2016,4,3
DEORIA,MAHILA THANA,2016,5,5
DEORIA,MAHILA THANA,2016,6,0
DEORIA,MAHILA THANA,2016,7,0
DEORIA,MAHILA THANA,2016,8,5
DEORIA,MAHILA THANA,2016,9,4
DEORIA,MAHILA THANA,2016,10,3
DEORIA,MAHILA THANA,2016,11,5
DEORIA,MAHILA THANA,2016,12,0
DEORIA,MAHILA THANA,2017,1,4
DEORIA,MAHILA THANA,2017,2,1
DEORIA,MAHILA THANA,2017,3,4
DEORIA,MAHILA THANA,2017,4,5
DEORIA,MAHILA THANA,2017,5,0
DEORIA,MAHILA THANA,2017,6,10
DEORIA,MAHILA THANA,2017,7,1
DEORIA,MAHILA THANA,2017,8,5
DEORIA,MAHILA THANA,2017,9,3
DEORIA,MAHILA THANA,2017,10,2
DEORIA,MAHILA THANA,2017,11,2
DEORIA,MAHILA THANA,2017,12,2
DEORIA,MAHILA THANA,2018,1,2
DEORIA,MAHILA THANA,2018,2,1
DEORIA,MAHILA THANA,2018,3,2
DEORIA,MAHILA THANA,2018,4,2
DEORIA,MAHILA THANA,2018,5,2
DEORIA,MAHILA THANA,2018,6,6
DEORIA,MAHILA THANA,2018,7,6
DEORIA,MAHILA THANA,2018,8,5
DEORIA,MAHILA THANA,2018,9,6
DEORIA,MAHILA THANA,2018,10,6
DEORIA,MAHILA THANA,2018,11,3
DEORIA,MAHILA THANA,2018,12,4
DEORIA,MAIL,2016,1,12
DEORIA,MAIL,2016,2,11
DEORIA,MAIL,2016,3,9
DEORIA,MAIL,2016,4,5
DEORIA,MAIL,2016,5,14
DEORIA,MAIL,2016,6,12
DEORIA,MAIL,2016,7,13
DEORIA,MAIL,2016,8,15
DEORIA,MAIL,2016,9,13
DEORIA,MAIL,2016,10,11
DEORIA,MAIL,2016,11,8
DEORIA,MAIL,2016,12,8
DEORIA,MAIL,2017,1,13
DEORIA,MAIL,2017,2,12
DEORIA,MAIL,2017,3,12
DEORIA,MAIL,2017,4,5
DEORIA,MAIL,2017,5,17
DEORIA,MAIL,2017,6,10
DEORIA,MAIL,2017,7,8
DEORIA,MAIL,2017,8,12
DEORIA,MAIL,2017,9,35
DEORIA,MAIL,2017,10,15
DEORIA,MAIL,2017,11,20
DEORIA,MAIL,2017,12,12
DEORIA,MAIL,2018,1,8
DEORIA,MAIL,2018,2,13
DEORIA,MAIL,2018,3,9
DEORIA,MAIL,2018,4,20
DEORIA,MAIL,2018,5,13
DEORIA,MAIL,2018,6,22
DEORIA,MAIL,2018,7,24
DEORIA,MAIL,2018,8,7
DEORIA,MAIL,2018,9,13
DEORIA,MAIL,2018,10,14
DEORIA,MAIL,2018,11,13
DEORIA,MAIL,2018,12,14
DEORIA,RAMPUR KARKHANA,2016,1,18
DEORIA,RAMPUR KARKHANA,2016,2,33
DEORIA,RAMPUR KARKHANA,2016,3,32
DEORIA,RAMPUR KARKHANA,2016,4,21
DEORIA,RAMPUR KARKHANA,2016,5,57
DEORIA,RAMPUR KARKHANA,2016,6,29
DEORIA,RAMPUR KARKHANA,2016,7,52
DEORIA,RAMPUR KARKHANA,2016,8,38
DEORIA,RAMPUR KARKHANA,2016,9,29
DEORIA,RAMPUR KARKHANA,2016,10,23
DEORIA,RAMPUR KARKHANA,2016,11,23
DEORIA,RAMPUR KARKHANA,2016,12,24
DEORIA,RAMPUR KARKHANA,2017,1,33
DEORIA,RAMPUR KARKHANA,2017,2,13
DEORIA,RAMPUR KARKHANA,2017,3,28
DEORIA,RAMPUR KARKHANA,2017,4,40
DEORIA,RAMPUR KARKHANA,2017,5,45
DEORIA,RAMPUR KARKHANA,2017,6,35
DEORIA,RAMPUR KARKHANA,2017,7,42
DEORIA,RAMPUR KARKHANA,2017,8,54
DEORIA,RAMPUR KARKHANA,2017,9,54
DEORIA,RAMPUR KARKHANA,2017,10,50
DEORIA,RAMPUR KARKHANA,2017,11,47
DEORIA,RAMPUR KARKHANA,2017,12,39
DEORIA,RAMPUR KARKHANA,2018,1,26
DEORIA,RAMPUR KARKHANA,2018,2,36
DEORIA,RAMPUR KARKHANA,2018,3,29
DEORIA,RAMPUR KARKHANA,2018,4,28
DEORIA,RAMPUR KARKHANA,2018,5,48
DEORIA,RAMPUR KARKHANA,2018,6,40
DEORIA,RAMPUR KARKHANA,2018,7,47
DEORIA,RAMPUR KARKHANA,2018,8,35
DEORIA,RAMPUR KARKHANA,2018,9,36
DEORIA,RAMPUR KARKHANA,2018,10,52
DEORIA,RAMPUR KARKHANA,2018,11,51
DEORIA,RAMPUR KARKHANA,2018,12,51
DEORIA,RUDRAPUR,2016,1,31
DEORIA,RUDRAPUR,2016,2,36
DEORIA,RUDRAPUR,2016,3,36
DEORIA,RUDRAPUR,2016,4,24
DEORIA,RUDRAPUR,2016,5,28
DEORIA,RUDRAPUR,2016,6,18
DEORIA,RUDRAPUR,2016,7,35
DEORIA,RUDRAPUR,2016,8,35
DEORIA,RUDRAPUR,2016,9,22
DEORIA,RUDRAPUR,2016,10,20
DEORIA,RUDRAPUR,2016,11,32
DEORIA,RUDRAPUR,2016,12,34
DEORIA,RUDRAPUR,2017,1,31
DEORIA,RUDRAPUR,2017,2,11
DEORIA,RUDRAPUR,2017,3,26
DEORIA,RUDRAPUR,2017,4,21
DEORIA,RUDRAPUR,2017,5,37
DEORIA,RUDRAPUR,2017,6,34
DEORIA,RUDRAPUR,2017,7,21
DEORIA,RUDRAPUR,2017,8,28
DEORIA,RUDRAPUR,2017,9,20
DEORIA,RUDRAPUR,2017,10,27
DEORIA,RUDRAPUR,2017,11,36
DEORIA,RUDRAPUR,2017,12,19
DEORIA,RUDRAPUR,2018,1,29
DEORIA,RUDRAPUR,2018,2,26
DEORIA,RUDRAPUR,2018,3,23
DEORIA,RUDRAPUR,2018,4,23
DEORIA,RUDRAPUR,2018,5,25
DEORIA,RUDRAPUR,2018,6,25
DEORIA,RUDRAPUR,2018,7,33
DEORIA,RUDRAPUR,2018,8,33
DEORIA,RUDRAPUR,2018,9,36
DEORIA,RUDRAPUR,2018,10,27
DEORIA,RUDRAPUR,2018,11,35
DEORIA,RUDRAPUR,2018,12,32
DEORIA,SALEMPUR,2016,1,11
DEORIA,SALEMPUR,2016,2,19
DEORIA,SALEMPUR,2016,3,25
DEORIA,SALEMPUR,2016,4,20
DEORIA,SALEMPUR,2016,5,19
DEORIA,SALEMPUR,2016,6,19
DEORIA,SALEMPUR,2016,7,32
DEORIA,SALEMPUR,2016,8,22
DEORIA,SALEMPUR,2016,9,24
DEORIA,SALEMPUR,2016,10,20
DEORIA,SALEMPUR,2016,11,9
DEORIA,SALEMPUR,2016,12,21
DEORIA,SALEMPUR,2017,1,9
DEORIA,SALEMPUR,2017,2,16
DEORIA,SALEMPUR,2017,3,23
DEORIA,SALEMPUR,2017,4,33
DEORIA,SALEMPUR,2017,5,29
DEORIA,SALEMPUR,2017,6,34
DEORIA,SALEMPUR,2017,7,15
DEORIA,SALEMPUR,2017,8,26
DEORIA,SALEMPUR,2017,9,34
DEORIA,SALEMPUR,2017,10,19
DEORIA,SALEMPUR,2017,11,24
DEORIA,SALEMPUR,2017,12,20
DEORIA,SALEMPUR,2018,1,14
DEORIA,SALEMPUR,2018,2,12
DEORIA,SALEMPUR,2018,3,16
DEORIA,SALEMPUR,2018,4,13
DEORIA,SALEMPUR,2018,5,16
DEORIA,SALEMPUR,2018,6,23
DEORIA,SALEMPUR,2018,7,39
DEORIA,SALEMPUR,2018,8,35
DEORIA,SALEMPUR,2018,9,26
DEORIA,SALEMPUR,2018,10,30
DEORIA,SALEMPUR,2018,11,24
DEORIA,SALEMPUR,2018,12,31
DEORIA,TARKULWA,2016,1,16
DEORIA,TARKULWA,2016,2,17
DEORIA,TARKULWA,2016,3,20
DEORIA,TARKULWA,2016,4,16
DEORIA,TARKULWA,2016,5,40
DEORIA,TARKULWA,2016,6,32
DEORIA,TARKULWA,2016,7,43
DEORIA,TARKULWA,2016,8,33
DEORIA,TARKULWA,2016,9,27
DEORIA,TARKULWA,2016,10,21
DEORIA,TARKULWA,2016,11,24
DEORIA,TARKULWA,2016,12,32
DEORIA,TARKULWA,2017,1,27
DEORIA,TARKULWA,2017,2,10
DEORIA,TARKULWA,2017,3,21
DEORIA,TARKULWA,2017,4,24
DEORIA,TARKULWA,2017,5,16
DEORIA,TARKULWA,2017,6,24
DEORIA,TARKULWA,2017,7,20
DEORIA,TARKULWA,2017,8,18
DEORIA,TARKULWA,2017,9,20
DEORIA,TARKULWA,2017,10,16
DEORIA,TARKULWA,2017,11,17
DEORIA,TARKULWA,2017,12,22
DEORIA,TARKULWA,2018,1,19
DEORIA,TARKULWA,2018,2,18
DEORIA,TARKULWA,2018,3,14
DEORIA,TARKULWA,2018,4,31
DEORIA,TARKULWA,2018,5,30
DEORIA,TARKULWA,2018,6,22
DEORIA,TARKULWA,2018,7,43
DEORIA,TARKULWA,2018,8,16
DEORIA,TARKULWA,2018,9,36
DEORIA,TARKULWA,2018,10,34
DEORIA,TARKULWA,2018,11,30
DEORIA,TARKULWA,2018,12,25
ETAH,ALIGANJ,2016,1,21
ETAH,ALIGANJ,2016,2,22
ETAH,ALIGANJ,2016,3,19
ETAH,ALIGANJ,2016,4,29
ETAH,ALIGANJ,2016,5,26
ETAH,ALIGANJ,2016,6,53
ETAH,ALIGANJ,2016,7,72
ETAH,ALIGANJ,2016,8,25
ETAH,ALIGANJ,2016,9,13
ETAH,ALIGANJ,2016,10,26
ETAH,ALIGANJ,2016,11,27
ETAH,ALIGANJ,2016,12,21
ETAH,ALIGANJ,2017,1,30
ETAH,ALIGANJ,2017,2,11
ETAH,ALIGANJ,2017,3,131
ETAH,ALIGANJ,2017,4,47
ETAH,ALIGANJ,2017,5,32
ETAH,ALIGANJ,2017,6,42
ETAH,ALIGANJ,2017,7,53
ETAH,ALIGANJ,2017,8,49
ETAH,ALIGANJ,2017,9,30
ETAH,ALIGANJ,2017,10,36
ETAH,ALIGANJ,2017,11,34
ETAH,ALIGANJ,2017,12,37
ETAH,ALIGANJ,2018,1,32
ETAH,ALIGANJ,2018,2,24
ETAH,ALIGANJ,2018,3,38
ETAH,ALIGANJ,2018,4,31
ETAH,ALIGANJ,2018,5,71
ETAH,ALIGANJ,2018,6,34
ETAH,ALIGANJ,2018,7,30
ETAH,ALIGANJ,2018,8,29
ETAH,ALIGANJ,2018,9,49
ETAH,ALIGANJ,2018,10,38
ETAH,ALIGANJ,2018,11,20
ETAH,ALIGANJ,2018,12,14
ETAH,AWAGARH,2016,1,14
ETAH,AWAGARH,2016,2,15
ETAH,AWAGARH,2016,3,25
ETAH,AWAGARH,2016,4,23
ETAH,AWAGARH,2016,5,31
ETAH,AWAGARH,2016,6,21
ETAH,AWAGARH,2016,7,33
ETAH,AWAGARH,2016,8,12
ETAH,AWAGARH,2016,9,8
ETAH,AWAGARH,2016,10,19
ETAH,AWAGARH,2016,11,20
ETAH,AWAGARH,2016,12,20
ETAH,AWAGARH,2017,1,21
ETAH,AWAGARH,2017,2,16
ETAH,AWAGARH,2017,3,148
ETAH,AWAGARH,2017,4,28
ETAH,AWAGARH,2017,5,20
ETAH,AWAGARH,2017,6,17
ETAH,AWAGARH,2017,7,21
ETAH,AWAGARH,2017,8,44
ETAH,AWAGARH,2017,9,39
ETAH,AWAGARH,2017,10,27
ETAH,AWAGARH,2017,11,39
ETAH,AWAGARH,2017,12,20
ETAH,AWAGARH,2018,1,20
ETAH,AWAGARH,2018,2,14
ETAH,AWAGARH,2018,3,17
ETAH,AWAGARH,2018,4,24
ETAH,AWAGARH,2018,5,48
ETAH,AWAGARH,2018,6,29
ETAH,AWAGARH,2018,7,15
ETAH,AWAGARH,2018,8,28
ETAH,AWAGARH,2018,9,27
ETAH,AWAGARH,2018,10,26
ETAH,AWAGARH,2018,11,23
ETAH,AWAGARH,2018,12,17
ETAH,BAGWALA,2016,1,12
ETAH,BAGWALA,2016,2,24
ETAH,BAGWALA,2016,3,17
ETAH,BAGWALA,2016,4,28
ETAH,BAGWALA,2016,5,30
ETAH,BAGWALA,2016,6,22
ETAH,BAGWALA,2016,7,36
ETAH,BAGWALA,2016,8,24
ETAH,BAGWALA,2016,9,11
ETAH,BAGWALA,2016,10,15
ETAH,BAGWALA,2016,11,21
ETAH,BAGWALA,2016,12,21
ETAH,BAGWALA,2017,1,17
ETAH,BAGWALA,2017,2,17
ETAH,BAGWALA,2017,3,71
ETAH,BAGWALA,2017,4,33
ETAH,BAGWALA,2017,5,24
ETAH,BAGWALA,2017,6,14
ETAH,BAGWALA,2017,7,19
ETAH,BAGWALA,2017,8,36
ETAH,BAGWALA,2017,9,27
ETAH,BAGWALA,2017,10,48
ETAH,BAGWALA,2017,11,26
ETAH,BAGWALA,2017,12,37
ETAH,BAGWALA,2018,1,26
ETAH,BAGWALA,2018,2,71
ETAH,BAGWALA,2018,3,46
ETAH,BAGWALA,2018,4,42
ETAH,BAGWALA,2018,5,47
ETAH,BAGWALA,2018,6,39
ETAH,BAGWALA,2018,7,59
ETAH,BAGWALA,2018,8,29
ETAH,BAGWALA,2018,9,28
ETAH,BAGWALA,2018,10,47
ETAH,BAGWALA,2018,11,42
ETAH,BAGWALA,2018,12,34
ETAH,GRP ETAH,2016,1,0
ETAH,GRP ETAH,2016,2,0
ETAH,GRP ETAH,2016,3,0
ETAH,GRP ETAH,2016,4,0
ETAH,GRP ETAH,2016,5,1
ETAH,GRP ETAH,2016,6,0
ETAH,GRP ETAH,2016,7,0
ETAH,GRP ETAH,2016,8,0
ETAH,GRP ETAH,2016,9,0
ETAH,GRP ETAH,2016,10,0
ETAH,GRP ETAH,2016,11,0
ETAH,GRP ETAH,2016,12,0
ETAH,GRP ETAH,2017,1,0
ETAH,GRP ETAH,2017,2,0
ETAH,GRP ETAH,2017,3,0
ETAH,GRP ETAH,2017,4,0
ETAH,GRP ETAH,2017,5,0
ETAH,GRP ETAH,2017,6,0
ETAH,GRP ETAH,2017,7,0
ETAH,GRP ETAH,2017,8,0
ETAH,GRP ETAH,2017,9,0
ETAH,GRP ETAH,2017,10,0
ETAH,GRP ETAH,2017,11,0
ETAH,GRP ETAH,2017,12,0
ETAH,GRP ETAH,2018,1,0
ETAH,GRP ETAH,2018,2,0
ETAH,GRP ETAH,2018,3,0
ETAH,GRP ETAH,2018,4,0
ETAH,GRP ETAH,2018,5,0
ETAH,GRP ETAH,2018,6,0
ETAH,GRP ETAH,2018,7,0
ETAH,GRP ETAH,2018,8,0
ETAH,GRP ETAH,2018,9,0
ETAH,GRP ETAH,2018,10,0
ETAH,GRP ETAH,2018,11,0
