district,ps,reg_year,reg_month,count
PRAYAGRAJ,KAUNDHIYARA,2017,4,8
PRAYAGRAJ,KAUNDHIYARA,2017,5,18
PRAYAGRAJ,KAUNDHIYARA,2017,6,16
PRAYAGRAJ,KAUNDHIYARA,2017,7,16
PRAYAGRAJ,KAUNDHIYARA,2017,8,13
PRAYAGRAJ,KAUNDHIYARA,2017,9,15
PRAYAGRAJ,KAUNDHIYARA,2017,10,25
PRAYAGRAJ,KAUNDHIYARA,2017,11,19
PRAYAGRAJ,KAUNDHIYARA,2017,12,24
PRAYAGRAJ,KAUNDHIYARA,2018,1,18
PRAYAGRAJ,KAUNDHIYARA,2018,2,20
PRAYAGRAJ,KAUNDHIYARA,2018,3,23
PRAYAGRAJ,KAUNDHIYARA,2018,4,29
PRAYAGRAJ,KAUNDHIYARA,2018,5,31
PRAYAGRAJ,KAUNDHIYARA,2018,6,40
PRAYAGRAJ,KAUNDHIYARA,2018,7,41
PRAYAGRAJ,KAUNDHIYARA,2018,8,40
PRAYAGRAJ,KAUNDHIYARA,2018,9,42
PRAYAGRAJ,KAUNDHIYARA,2018,10,58
PRAYAGRAJ,KAUNDHIYARA,2018,11,47
PRAYAGRAJ,KAUNDHIYARA,2018,12,49
PRAYAGRAJ,KHERI,2016,1,10
PRAYAGRAJ,KHERI,2016,2,8
PRAYAGRAJ,KHERI,2016,3,11
PRAYAGRAJ,KHERI,2016,4,10
PRAYAGRAJ,KHERI,2016,5,11
PRAYAGRAJ,KHERI,2016,6,10
PRAYAGRAJ,KHERI,2016,7,20
PRAYAGRAJ,KHERI,2016,8,12
PRAYAGRAJ,KHERI,2016,9,21
PRAYAGRAJ,KHERI,2016,10,11
PRAYAGRAJ,KHERI,2016,11,2
PRAYAGRAJ,KHERI,2016,12,14
PRAYAGRAJ,KHERI,2017,1,25
PRAYAGRAJ,KHERI,2017,2,10
PRAYAGRAJ,KHERI,2017,3,16
PRAYAGRAJ,KHERI,2017,4,13
PRAYAGRAJ,KHERI,2017,5,7
PRAYAGRAJ,KHERI,2017,6,22
PRAYAGRAJ,KHERI,2017,7,23
PRAYAGRAJ,KHERI,2017,8,17
PRAYAGRAJ,KHERI,2017,9,27
PRAYAGRAJ,KHERI,2017,10,15
PRAYAGRAJ,KHERI,2017,11,21
PRAYAGRAJ,KHERI,2017,12,23
PRAYAGRAJ,KHERI,2018,1,14
PRAYAGRAJ,KHERI,2018,2,23
PRAYAGRAJ,KHERI,2018,3,15
PRAYAGRAJ,KHERI,2018,4,14
PRAYAGRAJ,KHERI,2018,5,32
PRAYAGRAJ,KHERI,2018,6,27
PRAYAGRAJ,KHERI,2018,7,32
PRAYAGRAJ,KHERI,2018,8,56
PRAYAGRAJ,KHERI,2018,9,32
PRAYAGRAJ,KHERI,2018,10,45
PRAYAGRAJ,KHERI,2018,11,32
PRAYAGRAJ,KHERI,2018,12,41
PRAYAGRAJ,KHULDABAD,2016,1,17
PRAYAGRAJ,KHULDABAD,2016,2,20
PRAYAGRAJ,KHULDABAD,2016,3,25
PRAYAGRAJ,KHULDABAD,2016,4,19
PRAYAGRAJ,KHULDABAD,2016,5,20
PRAYAGRAJ,KHULDABAD,2016,6,19
PRAYAGRAJ,KHULDABAD,2016,7,19
PRAYAGRAJ,KHULDABAD,2016,8,22
PRAYAGRAJ,KHULDABAD,2016,9,11
PRAYAGRAJ,KHULDABAD,2016,10,26
PRAYAGRAJ,KHULDABAD,2016,11,7
PRAYAGRAJ,KHULDABAD,2016,12,17
PRAYAGRAJ,KHULDABAD,2017,1,27
PRAYAGRAJ,KHULDABAD,2017,2,17
PRAYAGRAJ,KHULDABAD,2017,3,28
PRAYAGRAJ,KHULDABAD,2017,4,37
PRAYAGRAJ,KHULDABAD,2017,5,25
PRAYAGRAJ,KHULDABAD,2017,6,23
PRAYAGRAJ,KHULDABAD,2017,7,48
PRAYAGRAJ,KHULDABAD,2017,8,22
PRAYAGRAJ,KHULDABAD,2017,9,23
PRAYAGRAJ,KHULDABAD,2017,10,25
PRAYAGRAJ,KHULDABAD,2017,11,29
PRAYAGRAJ,KHULDABAD,2017,12,25
PRAYAGRAJ,KHULDABAD,2018,1,19
PRAYAGRAJ,KHULDABAD,2018,2,40
PRAYAGRAJ,KHULDABAD,2018,3,30
PRAYAGRAJ,KHULDABAD,2018,4,33
PRAYAGRAJ,KHULDABAD,2018,5,111
PRAYAGRAJ,KHULDABAD,2018,6,38
PRAYAGRAJ,KHULDABAD,2018,7,27
PRAYAGRAJ,KHULDABAD,2018,8,30
PRAYAGRAJ,KHULDABAD,2018,9,21
PRAYAGRAJ,KHULDABAD,2018,10,25
PRAYAGRAJ,KHULDABAD,2018,11,21
PRAYAGRAJ,KHULDABAD,2018,12,56
PRAYAGRAJ,KORAON,2016,1,15
PRAYAGRAJ,KORAON,2016,2,16
PRAYAGRAJ,KORAON,2016,3,24
PRAYAGRAJ,KORAON,2016,4,22
PRAYAGRAJ,KORAON,2016,5,34
PRAYAGRAJ,KORAON,2016,6,29
PRAYAGRAJ,KORAON,2016,7,31
PRAYAGRAJ,KORAON,2016,8,30
PRAYAGRAJ,KORAON,2016,9,26
PRAYAGRAJ,KORAON,2016,10,20
PRAYAGRAJ,KORAON,2016,11,21
PRAYAGRAJ,KORAON,2016,12,30
PRAYAGRAJ,KORAON,2017,1,20
PRAYAGRAJ,KORAON,2017,2,12
PRAYAGRAJ,KORAON,2017,3,19
PRAYAGRAJ,KORAON,2017,4,16
PRAYAGRAJ,KORAON,2017,5,33
PRAYAGRAJ,KORAON,2017,6,24
PRAYAGRAJ,KORAON,2017,7,40
PRAYAGRAJ,KORAON,2017,8,23
PRAYAGRAJ,KORAON,2017,9,36
PRAYAGRAJ,KORAON,2017,10,54
PRAYAGRAJ,KORAON,2017,11,27
PRAYAGRAJ,KORAON,2017,12,44
PRAYAGRAJ,KORAON,2018,1,24
PRAYAGRAJ,KORAON,2018,2,45
PRAYAGRAJ,KORAON,2018,3,37
PRAYAGRAJ,KORAON,2018,4,44
PRAYAGRAJ,KORAON,2018,5,39
PRAYAGRAJ,KORAON,2018,6,30
PRAYAGRAJ,KORAON,2018,7,98
PRAYAGRAJ,KORAON,2018,8,61
PRAYAGRAJ,KORAON,2018,9,61
PRAYAGRAJ,KORAON,2018,10,67
PRAYAGRAJ,KORAON,2018,11,51
PRAYAGRAJ,KORAON,2018,12,43
PRAYAGRAJ,KOTWALI,2016,1,32
PRAYAGRAJ,KOTWALI,2016,2,29
PRAYAGRAJ,KOTWALI,2016,3,14
PRAYAGRAJ,KOTWALI,2016,4,27
PRAYAGRAJ,KOTWALI,2016,5,48
PRAYAGRAJ,KOTWALI,2016,6,27
PRAYAGRAJ,KOTWALI,2016,7,17
PRAYAGRAJ,KOTWALI,2016,8,31
PRAYAGRAJ,KOTWALI,2016,9,26
PRAYAGRAJ,KOTWALI,2016,10,21
PRAYAGRAJ,KOTWALI,2016,11,16
PRAYAGRAJ,KOTWALI,2016,12,26
PRAYAGRAJ,KOTWALI,2017,1,26
PRAYAGRAJ,KOTWALI,2017,2,12
PRAYAGRAJ,KOTWALI,2017,3,17
PRAYAGRAJ,KOTWALI,2017,4,21
PRAYAGRAJ,KOTWALI,2017,5,19
PRAYAGRAJ,KOTWALI,2017,6,18
PRAYAGRAJ,KOTWALI,2017,7,16
PRAYAGRAJ,KOTWALI,2017,8,32
PRAYAGRAJ,KOTWALI,2017,9,47
PRAYAGRAJ,KOTWALI,2017,10,67
PRAYAGRAJ,KOTWALI,2017,11,49
PRAYAGRAJ,KOTWALI,2017,12,38
PRAYAGRAJ,KOTWALI,2018,1,31
PRAYAGRAJ,KOTWALI,2018,2,32
PRAYAGRAJ,KOTWALI,2018,3,26
PRAYAGRAJ,KOTWALI,2018,4,58
PRAYAGRAJ,KOTWALI,2018,5,60
PRAYAGRAJ,KOTWALI,2018,6,43
PRAYAGRAJ,KOTWALI,2018,7,43
PRAYAGRAJ,KOTWALI,2018,8,63
PRAYAGRAJ,KOTWALI,2018,9,53
PRAYAGRAJ,KOTWALI,2018,10,32
PRAYAGRAJ,KOTWALI,2018,11,29
PRAYAGRAJ,KOTWALI,2018,12,39
PRAYAGRAJ,KYDGANJ,2016,1,19
PRAYAGRAJ,KYDGANJ,2016,2,21
PRAYAGRAJ,KYDGANJ,2016,3,20
PRAYAGRAJ,KYDGANJ,2016,4,21
PRAYAGRAJ,KYDGANJ,2016,5,30
PRAYAGRAJ,KYDGANJ,2016,6,24
PRAYAGRAJ,KYDGANJ,2016,7,20
PRAYAGRAJ,KYDGANJ,2016,8,28
PRAYAGRAJ,KYDGANJ,2016,9,35
PRAYAGRAJ,KYDGANJ,2016,10,36
PRAYAGRAJ,KYDGANJ,2016,11,12
PRAYAGRAJ,KYDGANJ,2016,12,16
PRAYAGRAJ,KYDGANJ,2017,1,32
PRAYAGRAJ,KYDGANJ,2017,2,15
PRAYAGRAJ,KYDGANJ,2017,3,22
PRAYAGRAJ,KYDGANJ,2017,4,30
PRAYAGRAJ,KYDGANJ,2017,5,46
PRAYAGRAJ,KYDGANJ,2017,6,38
PRAYAGRAJ,KYDGANJ,2017,7,47
PRAYAGRAJ,KYDGANJ,2017,8,43
PRAYAGRAJ,KYDGANJ,2017,9,49
PRAYAGRAJ,KYDGANJ,2017,10,41
PRAYAGRAJ,KYDGANJ,2017,11,105
PRAYAGRAJ,KYDGANJ,2017,12,29
PRAYAGRAJ,KYDGANJ,2018,1,28
PRAYAGRAJ,KYDGANJ,2018,2,49
PRAYAGRAJ,KYDGANJ,2018,3,32
PRAYAGRAJ,KYDGANJ,2018,4,35
PRAYAGRAJ,KYDGANJ,2018,5,46
PRAYAGRAJ,KYDGANJ,2018,6,59
PRAYAGRAJ,KYDGANJ,2018,7,30
PRAYAGRAJ,KYDGANJ,2018,8,42
PRAYAGRAJ,KYDGANJ,2018,9,56
PRAYAGRAJ,KYDGANJ,2018,10,37
PRAYAGRAJ,KYDGANJ,2018,11,28
PRAYAGRAJ,KYDGANJ,2018,12,34
PRAYAGRAJ,LALAPUR,2016,1,3
PRAYAGRAJ,LALAPUR,2016,2,6
PRAYAGRAJ,LALAPUR,2016,3,6
PRAYAGRAJ,LALAPUR,2016,4,2
PRAYAGRAJ,LALAPUR,2016,5,8
PRAYAGRAJ,LALAPUR,2016,6,8
PRAYAGRAJ,LALAPUR,2016,7,8
PRAYAGRAJ,LALAPUR,2016,8,4
PRAYAGRAJ,LALAPUR,2016,9,5
PRAYAGRAJ,LALAPUR,2016,10,8
PRAYAGRAJ,LALAPUR,2016,11,2
PRAYAGRAJ,LALAPUR,2016,12,9
PRAYAGRAJ,LALAPUR,2017,1,10
PRAYAGRAJ,LALAPUR,2017,2,7
PRAYAGRAJ,LALAPUR,2017,3,2
PRAYAGRAJ,LALAPUR,2017,4,5
PRAYAGRAJ,LALAPUR,2017,5,4
PRAYAGRAJ,LALAPUR,2017,6,7
PRAYAGRAJ,LALAPUR,2017,7,15
PRAYAGRAJ,LALAPUR,2017,8,6
PRAYAGRAJ,LALAPUR,2017,9,7
PRAYAGRAJ,LALAPUR,2017,10,25
PRAYAGRAJ,LALAPUR,2017,11,5
PRAYAGRAJ,LALAPUR,2017,12,7
PRAYAGRAJ,LALAPUR,2018,1,10
PRAYAGRAJ,LALAPUR,2018,2,13
PRAYAGRAJ,LALAPUR,2018,3,21
PRAYAGRAJ,LALAPUR,2018,4,6
PRAYAGRAJ,LALAPUR,2018,5,15
PRAYAGRAJ,LALAPUR,2018,6,13
PRAYAGRAJ,LALAPUR,2018,7,8
PRAYAGRAJ,LALAPUR,2018,8,0
PRAYAGRAJ,LALAPUR,2018,9,0
PRAYAGRAJ,LALAPUR,2018,10,15
PRAYAGRAJ,LALAPUR,2018,11,19
PRAYAGRAJ,LALAPUR,2018,12,33
PRAYAGRAJ,MAHILA THANA,2016,1,4
PRAYAGRAJ,MAHILA THANA,2016,2,4
PRAYAGRAJ,MAHILA THANA,2016,3,4
PRAYAGRAJ,MAHILA THANA,2016,4,3
PRAYAGRAJ,MAHILA THANA,2016,5,3
PRAYAGRAJ,MAHILA THANA,2016,6,2
PRAYAGRAJ,MAHILA THANA,2016,7,7
PRAYAGRAJ,MAHILA THANA,2016,8,4
PRAYAGRAJ,MAHILA THANA,2016,9,1
PRAYAGRAJ,MAHILA THANA,2016,10,3
PRAYAGRAJ,MAHILA THANA,2016,11,3
PRAYAGRAJ,MAHILA THANA,2016,12,2
PRAYAGRAJ,MAHILA THANA,2017,1,6
PRAYAGRAJ,MAHILA THANA,2017,2,4
PRAYAGRAJ,MAHILA THANA,2017,3,5
PRAYAGRAJ,MAHILA THANA,2017,4,4
PRAYAGRAJ,MAHILA THANA,2017,5,10
PRAYAGRAJ,MAHILA THANA,2017,6,7
PRAYAGRAJ,MAHILA THANA,2017,7,11
PRAYAGRAJ,MAHILA THANA,2017,8,14
PRAYAGRAJ,MAHILA THANA,2017,9,5
PRAYAGRAJ,MAHILA THANA,2017,10,4
PRAYAGRAJ,MAHILA THANA,2017,11,3
PRAYAGRAJ,MAHILA THANA,2017,12,4
PRAYAGRAJ,MAHILA THANA,2018,1,5
PRAYAGRAJ,MAHILA THANA,2018,2,9
PRAYAGRAJ,MAHILA THANA,2018,3,2
PRAYAGRAJ,MAHILA THANA,2018,4,6
PRAYAGRAJ,MAHILA THANA,2018,5,11
PRAYAGRAJ,MAHILA THANA,2018,6,58
PRAYAGRAJ,MAHILA THANA,2018,7,131
PRAYAGRAJ,MAHILA THANA,2018,8,109
PRAYAGRAJ,MAHILA THANA,2018,9,98
PRAYAGRAJ,MAHILA THANA,2018,10,96
PRAYAGRAJ,MAHILA THANA,2018,11,80
PRAYAGRAJ,MAHILA THANA,2018,12,85
PRAYAGRAJ,MANDA,2016,1,20
PRAYAGRAJ,MANDA,2016,2,20
PRAYAGRAJ,MANDA,2016,3,19
PRAYAGRAJ,MANDA,2016,4,28
PRAYAGRAJ,MANDA,2016,5,38
PRAYAGRAJ,MANDA,2016,6,16
PRAYAGRAJ,MANDA,2016,7,34
PRAYAGRAJ,MANDA,2016,8,12
PRAYAGRAJ,MANDA,2016,9,19
PRAYAGRAJ,MANDA,2016,10,28
PRAYAGRAJ,MANDA,2016,11,7
PRAYAGRAJ,MANDA,2016,12,17
PRAYAGRAJ,MANDA,2017,1,19
PRAYAGRAJ,MANDA,2017,2,8
PRAYAGRAJ,MANDA,2017,3,10
PRAYAGRAJ,MANDA,2017,4,23
PRAYAGRAJ,MANDA,2017,5,18
PRAYAGRAJ,MANDA,2017,6,18
PRAYAGRAJ,MANDA,2017,7,12
PRAYAGRAJ,MANDA,2017,8,32
PRAYAGRAJ,MANDA,2017,9,38
PRAYAGRAJ,MANDA,2017,10,34
PRAYAGRAJ,MANDA,2017,11,21
PRAYAGRAJ,MANDA,2017,12,17
PRAYAGRAJ,MANDA,2018,1,28
PRAYAGRAJ,MANDA,2018,2,30
PRAYAGRAJ,MANDA,2018,3,19
PRAYAGRAJ,MANDA,2018,4,21
PRAYAGRAJ,MANDA,2018,5,37
PRAYAGRAJ,MANDA,2018,6,32
PRAYAGRAJ,MANDA,2018,7,41
PRAYAGRAJ,MANDA,2018,8,42
PRAYAGRAJ,MANDA,2018,9,33
PRAYAGRAJ,MANDA,2018,10,45
PRAYAGRAJ,MANDA,2018,11,43
PRAYAGRAJ,MANDA,2018,12,25
PRAYAGRAJ,MAUAIMA,2016,1,18
PRAYAGRAJ,MAUAIMA,2016,2,26
PRAYAGRAJ,MAUAIMA,2016,3,23
PRAYAGRAJ,MAUAIMA,2016,4,14
PRAYAGRAJ,MAUAIMA,2016,5,23
PRAYAGRAJ,MAUAIMA,2016,6,26
PRAYAGRAJ,MAUAIMA,2016,7,25
PRAYAGRAJ,MAUAIMA,2016,8,38
PRAYAGRAJ,MAUAIMA,2016,9,33
PRAYAGRAJ,MAUAIMA,2016,10,19
PRAYAGRAJ,MAUAIMA,2016,11,16
PRAYAGRAJ,MAUAIMA,2016,12,26
PRAYAGRAJ,MAUAIMA,2017,1,23
PRAYAGRAJ,MAUAIMA,2017,2,15
PRAYAGRAJ,MAUAIMA,2017,3,30
PRAYAGRAJ,MAUAIMA,2017,4,19
PRAYAGRAJ,MAUAIMA,2017,5,24
PRAYAGRAJ,MAUAIMA,2017,6,34
PRAYAGRAJ,MAUAIMA,2017,7,25
PRAYAGRAJ,MAUAIMA,2017,8,27
PRAYAGRAJ,MAUAIMA,2017,9,58
PRAYAGRAJ,MAUAIMA,2017,10,52
PRAYAGRAJ,MAUAIMA,2017,11,36
PRAYAGRAJ,MAUAIMA,2017,12,26
PRAYAGRAJ,MAUAIMA,2018,1,43
PRAYAGRAJ,MAUAIMA,2018,2,46
PRAYAGRAJ,MAUAIMA,2018,3,60
PRAYAGRAJ,MAUAIMA,2018,4,26
PRAYAGRAJ,MAUAIMA,2018,5,52
PRAYAGRAJ,MAUAIMA,2018,6,58
PRAYAGRAJ,MAUAIMA,2018,7,70
PRAYAGRAJ,MAUAIMA,2018,8,85
PRAYAGRAJ,MAUAIMA,2018,9,85
PRAYAGRAJ,MAUAIMA,2018,10,54
PRAYAGRAJ,MAUAIMA,2018,11,52
PRAYAGRAJ,MAUAIMA,2018,12,49
PRAYAGRAJ,MEJA,2016,1,23
PRAYAGRAJ,MEJA,2016,2,29
PRAYAGRAJ,MEJA,2016,3,33
PRAYAGRAJ,MEJA,2016,4,34
PRAYAGRAJ,MEJA,2016,5,27
PRAYAGRAJ,MEJA,2016,6,51
PRAYAGRAJ,MEJA,2016,7,33
PRAYAGRAJ,MEJA,2016,8,21
PRAYAGRAJ,MEJA,2016,9,22
PRAYAGRAJ,MEJA,2016,10,37
PRAYAGRAJ,MEJA,2016,11,31
PRAYAGRAJ,MEJA,2016,12,18
PRAYAGRAJ,MEJA,2017,1,23
PRAYAGRAJ,MEJA,2017,2,19
PRAYAGRAJ,MEJA,2017,3,36
PRAYAGRAJ,MEJA,2017,4,35
PRAYAGRAJ,MEJA,2017,5,46
PRAYAGRAJ,MEJA,2017,6,62
PRAYAGRAJ,MEJA,2017,7,61
PRAYAGRAJ,MEJA,2017,8,91
PRAYAGRAJ,MEJA,2017,9,73
PRAYAGRAJ,MEJA,2017,10,87
PRAYAGRAJ,MEJA,2017,11,78
PRAYAGRAJ,MEJA,2017,12,92
PRAYAGRAJ,MEJA,2018,1,50
PRAYAGRAJ,MEJA,2018,2,51
PRAYAGRAJ,MEJA,2018,3,47
PRAYAGRAJ,MEJA,2018,4,50
PRAYAGRAJ,MEJA,2018,5,84
PRAYAGRAJ,MEJA,2018,6,87
PRAYAGRAJ,MEJA,2018,7,101
PRAYAGRAJ,MEJA,2018,8,83
PRAYAGRAJ,MEJA,2018,9,73
PRAYAGRAJ,MEJA,2018,10,102
PRAYAGRAJ,MEJA,2018,11,119
PRAYAGRAJ,MEJA,2018,12,105
PRAYAGRAJ,MUTTHIGANJ,2016,1,4
PRAYAGRAJ,MUTTHIGANJ,2016,2,13
PRAYAGRAJ,MUTTHIGANJ,2016,3,6
PRAYAGRAJ,MUTTHIGANJ,2016,4,6
PRAYAGRAJ,MUTTHIGANJ,2016,5,20
PRAYAGRAJ,MUTTHIGANJ,2016,6,13
PRAYAGRAJ,MUTTHIGANJ,2016,7,9
PRAYAGRAJ,MUTTHIGANJ,2016,8,21
PRAYAGRAJ,MUTTHIGANJ,2016,9,16
PRAYAGRAJ,MUTTHIGANJ,2016,10,13
PRAYAGRAJ,MUTTHIGANJ,2016,11,13
PRAYAGRAJ,MUTTHIGANJ,2016,12,13
PRAYAGRAJ,MUTTHIGANJ,2017,1,13
PRAYAGRAJ,MUTTHIGANJ,2017,2,5
PRAYAGRAJ,MUTTHIGANJ,2017,3,14
PRAYAGRAJ,MUTTHIGANJ,2017,4,11
PRAYAGRAJ,MUTTHIGANJ,2017,5,24
PRAYAGRAJ,MUTTHIGANJ,2017,6,11
PRAYAGRAJ,MUTTHIGANJ,2017,7,12
PRAYAGRAJ,MUTTHIGANJ,2017,8,22
PRAYAGRAJ,MUTTHIGANJ,2017,9,13
PRAYAGRAJ,MUTTHIGANJ,2017,10,30
PRAYAGRAJ,MUTTHIGANJ,2017,11,11
PRAYAGRAJ,MUTTHIGANJ,2017,12,26
PRAYAGRAJ,MUTTHIGANJ,2018,1,39
PRAYAGRAJ,MUTTHIGANJ,2018,2,23
PRAYAGRAJ,MUTTHIGANJ,2018,3,25
PRAYAGRAJ,MUTTHIGANJ,2018,4,36
PRAYAGRAJ,MUTTHIGANJ,2018,5,40
PRAYAGRAJ,MUTTHIGANJ,2018,6,18
PRAYAGRAJ,MUTTHIGANJ,2018,7,43
PRAYAGRAJ,MUTTHIGANJ,2018,8,17
PRAYAGRAJ,MUTTHIGANJ,2018,9,41
PRAYAGRAJ,MUTTHIGANJ,2018,10,30
PRAYAGRAJ,MUTTHIGANJ,2018,11,17
PRAYAGRAJ,MUTTHIGANJ,2018,12,49
PRAYAGRAJ,NAINI,2016,1,44
PRAYAGRAJ,NAINI,2016,2,40
PRAYAGRAJ,NAINI,2016,3,52
PRAYAGRAJ,NAINI,2016,4,81
PRAYAGRAJ,NAINI,2016,5,79
PRAYAGRAJ,NAINI,2016,6,91
PRAYAGRAJ,NAINI,2016,7,70
PRAYAGRAJ,NAINI,2016,8,74
PRAYAGRAJ,NAINI,2016,9,78
PRAYAGRAJ,NAINI,2016,10,56
PRAYAGRAJ,NAINI,2016,11,57
PRAYAGRAJ,NAINI,2016,12,62
PRAYAGRAJ,NAINI,2017,1,65
PRAYAGRAJ,NAINI,2017,2,32
PRAYAGRAJ,NAINI,2017,3,65
PRAYAGRAJ,NAINI,2017,4,66
PRAYAGRAJ,NAINI,2017,5,104
PRAYAGRAJ,NAINI,2017,6,63
PRAYAGRAJ,NAINI,2017,7,92
PRAYAGRAJ,NAINI,2017,8,108
PRAYAGRAJ,NAINI,2017,9,57
PRAYAGRAJ,NAINI,2017,10,116
PRAYAGRAJ,NAINI,2017,11,83
PRAYAGRAJ,NAINI,2017,12,65
PRAYAGRAJ,NAINI,2018,1,78
PRAYAGRAJ,NAINI,2018,2,150
PRAYAGRAJ,NAINI,2018,3,93
PRAYAGRAJ,NAINI,2018,4,78
PRAYAGRAJ,NAINI,2018,5,148
PRAYAGRAJ,NAINI,2018,6,119
PRAYAGRAJ,NAINI,2018,7,136
PRAYAGRAJ,NAINI,2018,8,152
PRAYAGRAJ,NAINI,2018,9,116
PRAYAGRAJ,NAINI,2018,10,135
PRAYAGRAJ,NAINI,2018,11,118
PRAYAGRAJ,NAINI,2018,12,137
PRAYAGRAJ,NAWABGANJ,2016,1,30
PRAYAGRAJ,NAWABGANJ,2016,2,44
PRAYAGRAJ,NAWABGANJ,2016,3,34
PRAYAGRAJ,NAWABGANJ,2016,4,35
PRAYAGRAJ,NAWABGANJ,2016,5,50
PRAYAGRAJ,NAWABGANJ,2016,6,36
PRAYAGRAJ,NAWABGANJ,2016,7,32
PRAYAGRAJ,NAWABGANJ,2016,8,27
PRAYAGRAJ,NAWABGANJ,2016,9,43
PRAYAGRAJ,NAWABGANJ,2016,10,43
PRAYAGRAJ,NAWABGANJ,2016,11,23
PRAYAGRAJ,NAWABGANJ,2016,12,21
PRAYAGRAJ,NAWABGANJ,2017,1,26
PRAYAGRAJ,NAWABGANJ,2017,2,15
PRAYAGRAJ,NAWABGANJ,2017,3,24
PRAYAGRAJ,NAWABGANJ,2017,4,33
PRAYAGRAJ,NAWABGANJ,2017,5,65
PRAYAGRAJ,NAWABGANJ,2017,6,39
PRAYAGRAJ,NAWABGANJ,2017,7,40
PRAYAGRAJ,NAWABGANJ,2017,8,72
PRAYAGRAJ,NAWABGANJ,2017,9,57
PRAYAGRAJ,NAWABGANJ,2017,10,55
PRAYAGRAJ,NAWABGANJ,2017,11,39
PRAYAGRAJ,NAWABGANJ,2017,12,45
PRAYAGRAJ,NAWABGANJ,2018,1,45
PRAYAGRAJ,NAWABGANJ,2018,2,37
PRAYAGRAJ,NAWABGANJ,2018,3,62
PRAYAGRAJ,NAWABGANJ,2018,4,48
PRAYAGRAJ,NAWABGANJ,2018,5,50
PRAYAGRAJ,NAWABGANJ,2018,6,67
PRAYAGRAJ,NAWABGANJ,2018,7,81
PRAYAGRAJ,NAWABGANJ,2018,8,61
PRAYAGRAJ,NAWABGANJ,2018,9,84
PRAYAGRAJ,NAWABGANJ,2018,10,72
PRAYAGRAJ,NAWABGANJ,2018,11,60
PRAYAGRAJ,NAWABGANJ,2018,12,76
PRAYAGRAJ,PHOOLPUR,2016,1,15
PRAYAGRAJ,PHOOLPUR,2016,2,23
PRAYAGRAJ,PHOOLPUR,2016,3,26
PRAYAGRAJ,PHOOLPUR,2016,4,24
PRAYAGRAJ,PHOOLPUR,2016,5,36
PRAYAGRAJ,PHOOLPUR,2016,6,35
PRAYAGRAJ,PHOOLPUR,2016,7,29
PRAYAGRAJ,PHOOLPUR,2016,8,39
PRAYAGRAJ,PHOOLPUR,2016,9,26
PRAYAGRAJ,PHOOLPUR,2016,10,28
PRAYAGRAJ,PHOOLPUR,2016,11,26
PRAYAGRAJ,PHOOLPUR,2016,12,23
PRAYAGRAJ,PHOOLPUR,2017,1,24
PRAYAGRAJ,PHOOLPUR,2017,2,20
PRAYAGRAJ,PHOOLPUR,2017,3,33
PRAYAGRAJ,PHOOLPUR,2017,4,40
PRAYAGRAJ,PHOOLPUR,2017,5,22
PRAYAGRAJ,PHOOLPUR,2017,6,34
PRAYAGRAJ,PHOOLPUR,2017,7,36
PRAYAGRAJ,PHOOLPUR,2017,8,42
PRAYAGRAJ,PHOOLPUR,2017,9,38
PRAYAGRAJ,PHOOLPUR,2017,10,46
PRAYAGRAJ,PHOOLPUR,2017,11,49
PRAYAGRAJ,PHOOLPUR,2017,12,26
PRAYAGRAJ,PHOOLPUR,2018,1,18
PRAYAGRAJ,PHOOLPUR,2018,2,31
PRAYAGRAJ,PHOOLPUR,2018,3,34
PRAYAGRAJ,PHOOLPUR,2018,4,44
PRAYAGRAJ,PHOOLPUR,2018,5,50
PRAYAGRAJ,PHOOLPUR,2018,6,54
PRAYAGRAJ,PHOOLPUR,2018,7,76
PRAYAGRAJ,PHOOLPUR,2018,8,64
PRAYAGRAJ,PHOOLPUR,2018,9,70
PRAYAGRAJ,PHOOLPUR,2018,10,68
PRAYAGRAJ,PHOOLPUR,2018,11,60
PRAYAGRAJ,PHOOLPUR,2018,12,53
PRAYAGRAJ,SARAI INAYAT,2016,1,24
PRAYAGRAJ,SARAI INAYAT,2016,2,25
PRAYAGRAJ,SARAI INAYAT,2016,3,26
PRAYAGRAJ,SARAI INAYAT,2016,4,20
PRAYAGRAJ,SARAI INAYAT,2016,5,27
PRAYAGRAJ,SARAI INAYAT,2016,6,46
PRAYAGRAJ,SARAI INAYAT,2016,7,32
PRAYAGRAJ,SARAI INAYAT,2016,8,15
PRAYAGRAJ,SARAI INAYAT,2016,9,30
PRAYAGRAJ,SARAI INAYAT,2016,10,35
PRAYAGRAJ,SARAI INAYAT,2016,11,16
PRAYAGRAJ,SARAI INAYAT,2016,12,23
PRAYAGRAJ,SARAI INAYAT,2017,1,27
PRAYAGRAJ,SARAI INAYAT,2017,2,19
PRAYAGRAJ,SARAI INAYAT,2017,3,33
PRAYAGRAJ,SARAI INAYAT,2017,4,29
PRAYAGRAJ,SARAI INAYAT,2017,5,21
PRAYAGRAJ,SARAI INAYAT,2017,6,26
PRAYAGRAJ,SARAI INAYAT,2017,7,35
PRAYAGRAJ,SARAI INAYAT,2017,8,31
PRAYAGRAJ,SARAI INAYAT,2017,9,39
PRAYAGRAJ,SARAI INAYAT,2017,10,36
PRAYAGRAJ,SARAI INAYAT,2017,11,26
