district,reg_year,reg_month,count
Shamli,2016,9,423
Shamli,2016,10,336
Shamli,2016,11,262
Shamli,2016,12,265
Shamli,2017,1,390
Shamli,2017,2,227
Shamli,2017,3,278
Shamli,2017,4,362
Shamli,2017,5,377
Shamli,2017,6,368
Shamli,2017,7,416
Shamli,2017,8,501
Shamli,2017,9,557
Shamli,2017,10,379
Shamli,2017,11,324
Shamli,2017,12,419
Shamli,2018,1,482
Shamli,2018,2,301
Shamli,2018,3,353
Shamli,2018,4,325
Shamli,2018,5,313
Shamli,2018,6,472
Shamli,2018,7,462
Shamli,2018,8,512
Shamli,2018,9,421
Shamli,2018,10,460
Shamli,2018,11,568
Shamli,2018,12,462
Shravasti,2016,1,89
Shravasti,2016,2,107
Shravasti,2016,3,127
Shravasti,2016,4,114
Shravasti,2016,5,201
Shravasti,2016,6,121
Shravasti,2016,7,140
Shravasti,2016,8,155
Shravasti,2016,9,108
Shravasti,2016,10,103
Shravasti,2016,11,109
Shravasti,2016,12,108
Shravasti,2017,1,148
Shravasti,2017,2,86
Shravasti,2017,3,110
Shravasti,2017,4,117
Shravasti,2017,5,207
Shravasti,2017,6,182
Shravasti,2017,7,191
Shravasti,2017,8,195
Shravasti,2017,9,164
Shravasti,2017,10,217
Shravasti,2017,11,278
Shravasti,2017,12,176
Shravasti,2018,1,223
Shravasti,2018,2,191
Shravasti,2018,3,182
Shravasti,2018,4,160
Shravasti,2018,5,169
Shravasti,2018,6,167
Shravasti,2018,7,157
Shravasti,2018,8,141
Shravasti,2018,9,128
Shravasti,2018,10,122
Shravasti,2018,11,125
Shravasti,2018,12,129
Siddharth Nagar,2016,1,111
Siddharth Nagar,2016,2,120
Siddharth Nagar,2016,3,133
Siddharth Nagar,2016,4,134
Siddharth Nagar,2016,5,191
Siddharth Nagar,2016,6,168
Siddharth Nagar,2016,7,202
Siddharth Nagar,2016,8,288
Siddharth Nagar,2016,9,188
Siddharth Nagar,2016,10,179
Siddharth Nagar,2016,11,140
Siddharth Nagar,2016,12,158
Siddharth Nagar,2017,1,244
Siddharth Nagar,2017,2,97
Siddharth Nagar,2017,3,161
Siddharth Nagar,2017,4,243
Siddharth Nagar,2017,5,243
Siddharth Nagar,2017,6,231
Siddharth Nagar,2017,7,277
Siddharth Nagar,2017,8,242
Siddharth Nagar,2017,9,261
Siddharth Nagar,2017,10,243
Siddharth Nagar,2017,11,276
Siddharth Nagar,2017,12,148
Siddharth Nagar,2018,1,209
Siddharth Nagar,2018,2,233
Siddharth Nagar,2018,3,260
Siddharth Nagar,2018,4,226
Siddharth Nagar,2018,5,382
Siddharth Nagar,2018,6,294
Siddharth Nagar,2018,7,333
Siddharth Nagar,2018,8,282
Siddharth Nagar,2018,9,239
Siddharth Nagar,2018,10,215
Siddharth Nagar,2018,11,244
Siddharth Nagar,2018,12,263
Sitapur,2016,1,460
Sitapur,2016,2,436
Sitapur,2016,3,593
Sitapur,2016,4,473
Sitapur,2016,5,623
Sitapur,2016,6,597
Sitapur,2016,7,694
Sitapur,2016,8,554
Sitapur,2016,9,557
Sitapur,2016,10,570
Sitapur,2016,11,534
Sitapur,2016,12,540
Sitapur,2017,1,851
Sitapur,2017,2,379
Sitapur,2017,3,591
Sitapur,2017,4,672
Sitapur,2017,5,876
Sitapur,2017,6,668
Sitapur,2017,7,821
Sitapur,2017,8,731
Sitapur,2017,9,842
Sitapur,2017,10,889
Sitapur,2017,11,752
Sitapur,2017,12,621
Sitapur,2018,1,680
Sitapur,2018,2,663
Sitapur,2018,3,725
Sitapur,2018,4,839
Sitapur,2018,5,980
Sitapur,2018,6,871
Sitapur,2018,7,895
Sitapur,2018,8,857
Sitapur,2018,9,749
Sitapur,2018,10,808
Sitapur,2018,11,665
Sitapur,2018,12,698
Sonbhadra,2016,1,148
Sonbhadra,2016,2,169
Sonbhadra,2016,3,138
Sonbhadra,2016,4,147
Sonbhadra,2016,5,209
Sonbhadra,2016,6,213
Sonbhadra,2016,7,183
Sonbhadra,2016,8,190
Sonbhadra,2016,9,172
Sonbhadra,2016,10,180
Sonbhadra,2016,11,136
Sonbhadra,2016,12,208
Sonbhadra,2017,1,374
Sonbhadra,2017,2,151
Sonbhadra,2017,3,131
Sonbhadra,2017,4,248
Sonbhadra,2017,5,191
Sonbhadra,2017,6,186
Sonbhadra,2017,7,202
Sonbhadra,2017,8,236
Sonbhadra,2017,9,244
Sonbhadra,2017,10,227
Sonbhadra,2017,11,219
Sonbhadra,2017,12,183
Sonbhadra,2018,1,160
Sonbhadra,2018,2,282
Sonbhadra,2018,3,225
Sonbhadra,2018,4,195
Sonbhadra,2018,5,323
Sonbhadra,2018,6,216
Sonbhadra,2018,7,233
Sonbhadra,2018,8,177
Sonbhadra,2018,9,291
Sonbhadra,2018,10,270
Sonbhadra,2018,11,202
Sonbhadra,2018,12,299
Sultanpur,2016,1,251
Sultanpur,2016,2,242
Sultanpur,2016,3,317
Sultanpur,2016,4,276
Sultanpur,2016,5,498
Sultanpur,2016,6,397
Sultanpur,2016,7,356
Sultanpur,2016,8,335
Sultanpur,2016,9,322
Sultanpur,2016,10,328
Sultanpur,2016,11,225
Sultanpur,2016,12,244
Sultanpur,2017,1,285
Sultanpur,2017,2,226
Sultanpur,2017,3,362
Sultanpur,2017,4,381
Sultanpur,2017,5,430
Sultanpur,2017,6,453
Sultanpur,2017,7,498
Sultanpur,2017,8,532
Sultanpur,2017,9,486
Sultanpur,2017,10,532
Sultanpur,2017,11,437
Sultanpur,2017,12,418
Sultanpur,2018,1,367
Sultanpur,2018,2,400
Sultanpur,2018,3,526
Sultanpur,2018,4,526
Sultanpur,2018,5,570
Sultanpur,2018,6,666
Sultanpur,2018,7,661
Sultanpur,2018,8,712
Sultanpur,2018,9,631
Sultanpur,2018,10,654
Sultanpur,2018,11,595
Sultanpur,2018,12,669
Unnao,2016,1,335
Unnao,2016,2,394
Unnao,2016,3,454
Unnao,2016,4,376
Unnao,2016,5,425
Unnao,2016,6,434
Unnao,2016,7,519
Unnao,2016,8,435
Unnao,2016,9,507
Unnao,2016,10,548
Unnao,2016,11,370
Unnao,2016,12,483
Unnao,2017,1,552
Unnao,2017,2,326
Unnao,2017,3,536
Unnao,2017,4,615
Unnao,2017,5,646
Unnao,2017,6,588
Unnao,2017,7,668
Unnao,2017,8,616
Unnao,2017,9,740
Unnao,2017,10,770
Unnao,2017,11,708
Unnao,2017,12,563
Unnao,2018,1,660
Unnao,2018,2,709
Unnao,2018,3,689
Unnao,2018,4,623
Unnao,2018,5,853
Unnao,2018,6,722
Unnao,2018,7,785
Unnao,2018,8,681
Unnao,2018,9,701
Unnao,2018,10,663
Unnao,2018,11,574
Unnao,2018,12,646
Varanasi,2016,1,616
Varanasi,2016,2,589
Varanasi,2016,3,699
Varanasi,2016,4,592
Varanasi,2016,5,748
Varanasi,2016,6,823
Varanasi,2016,7,812
Varanasi,2016,8,872
Varanasi,2016,9,831
Varanasi,2016,10,886
Varanasi,2016,11,849
Varanasi,2016,12,979
Varanasi,2017,1,1131
Varanasi,2017,2,962
Varanasi,2017,3,1179
Varanasi,2017,4,1428
Varanasi,2017,5,1397
Varanasi,2017,6,1471
Varanasi,2017,7,1274
Varanasi,2017,8,1252
Varanasi,2017,9,1069
Varanasi,2017,10,1144
Varanasi,2017,11,1028
Varanasi,2017,12,895
Varanasi,2018,1,950
Varanasi,2018,2,890
Varanasi,2018,3,1031
Varanasi,2018,4,1063
Varanasi,2018,5,1347
Varanasi,2018,6,1222
Varanasi,2018,7,1313
Varanasi,2018,8,1265
Varanasi,2018,9,1126
Varanasi,2018,10,1344
Varanasi,2018,11,1157
Varanasi,2018,12,1268
